traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
聞,闻,wen2],to hear,news,well-known,famous,reputation,fame,to smell,to sniff at,,,,,,,,,,
聞一多,闻一多,Wen2 Yi1 duo1],Wen Yiduo (1899-1946) poet and patriotic fighter executed by Guomindang in Kunming,,,,,,,,,,,,,,,,,
聞一知十,闻一知十,wen2 yi1 zhi1 shi2],lit. to hear one and know ten (idiom); fig. explain one thing and (he) understands everything,a word to the wise,,,,,,,,,,,,,,,,
聞上去,闻上去,wen2 shang4 qu4],to smell of sth,to smell like sth,,,,,,,,,,,,,,,,
聞人,闻人,wen2 ren2],famous person,,,,,,,,,,,,,,,,,
聞出,闻出,wen2 chu1],to identify by smell,to detect a scent,to sniff out,,,,,,,,,,,,,,,
聞到,闻到,wen2 dao4],to smell,to sniff sth out,to perceive by smelling,,,,,,,,,,,,,,,
聞名,闻名,wen2 ming2],well-known,famous,renowned,eminent,,,,,,,,,,,,,,
聞名不如見面,闻名不如见面,wen2 ming2 bu4 ru2 jian4 mian4],knowing sb by their reputation can't compare to meeting them in person (idiom),,,,,,,,,,,,,,,,,
聞名於世,闻名于世,wen2 ming2 yu2 shi4],world-famous,,,,,,,,,,,,,,,,,
聞名遐邇,闻名遐迩,wen2 ming2 xia2 er3],to be famous far and wide (idiom),,,,,,,,,,,,,,,,,
聞喜,闻喜,Wen2 xi3],Wenxi county in Yuncheng 運城|运城[Yun4 cheng2] Shanxi,,,,,,,,,,,,,,,,,
聞喜縣,闻喜县,Wen2 xi3 xian4],Wenxi county in Yuncheng 運城|运城[Yun4 cheng2] Shanxi,,,,,,,,,,,,,,,,,
聞悉,闻悉,wen2 xi1],to hear (about sth),,,,,,,,,,,,,,,,,
聞所未聞,闻所未闻,wen2 suo3 wei4 wen2],unheard of,an extremely rare and unprecedented event,,,,,,,,,,,,,,,,
聞見,闻见,wen2 jian4],to smell,to hear,knowledge,information,,,,,,,,,,,,,,
聞言,闻言,wen2 yan2],to have heard what was said,,,,,,,,,,,,,,,,,
聞訊,闻讯,wen2 xun4],to receive news (of),,,,,,,,,,,,,,,,,
聞診,闻诊,wen2 zhen3],(TCM) auscultation and smelling one of the four methods of diagnosis 四診|四诊[si4 zhen3],,,,,,,,,,,,,,,,,
聞過則喜,闻过则喜,wen2 guo4 ze2 xi3],to accept criticism gladly (humble expr.),to be happy when one's errors are pointed out,,,,,,,,,,,,,,,,
聞達,闻达,wen2 da2],illustrious and influential,well-known,,,,,,,,,,,,,,,,
聞雞起舞,闻鸡起舞,wen2 ji1 qi3 wu3],to start practicing at the first crow of the cock (idiom),to be diligent in one's studies,,,,,,,,,,,,,,,,
聞風先遁,闻风先遁,wen2 feng1 xian1 dun4],to flee at hearing the news (idiom),,,,,,,,,,,,,,,,,
聞風喪膽,闻风丧胆,wen2 feng1 sang4 dan3],hear the wind and lose gall (idiom); terror-stricken at the news,,,,,,,,,,,,,,,,,
聞風而動,闻风而动,wen2 feng1 er2 dong4],to respond instantly,to act at once on hearing the news,,,,,,,,,,,,,,,,
聡,聡,cong1],old variant of 聰|聪[cong1],,,,,,,,,,,,,,,,,
聦,聦,cong1],variant of 聰|聪[cong1],,,,,,,,,,,,,,,,,
聮,聮,lian2],old variant of 聯|联[lian2],,,,,,,,,,,,,,,,,
聯,联,lian2],to ally,to unite,to join,(poetry) antithetical couplet,,,,,,,,,,,,,,
聯係,联系,lian2 xi4],variant of 聯繫|联系[lian2 xi4],,,,,,,,,,,,,,,,,
聯俄,联俄,lian2 E2],alliance with Russia (e.g. of early Chinese communists),,,,,,,,,,,,,,,,,
聯保,联保,lian2 bao3],joint guarantee (finance law),,,,,,,,,,,,,,,,,
聯合,联合,lian2 he2],to combine,to join,unite,alliance,,,,,,,,,,,,,,
聯合公報,联合公报,lian2 he2 gong1 bao4],joint announcement,,,,,,,,,,,,,,,,,
聯合包裹服務公司,联合包裹服务公司,Lian2 he2 Bao1 guo3 Fu2 wu4 Gong1 si1],United Parcel Service (UPS),,,,,,,,,,,,,,,,,
聯合古大陸,联合古大陆,lian2 he2 gu3 da4 lu4],Pangea or Pangaea,,,,,,,,,,,,,,,,,
聯合國,联合国,Lian2 he2 guo2],United Nations,,,,,,,,,,,,,,,,,
聯合國兒童基金會,联合国儿童基金会,Lian2 he2 guo2 Er2 tong2 Ji1 jin1 hui4],United Nations Children's Fund,UNICEF,,,,,,,,,,,,,,,,
聯合國大會,联合国大会,Lian2 he2 guo2 Da4 hui4],United Nations General Assembly,,,,,,,,,,,,,,,,,
聯合國安全理事會,联合国安全理事会,Lian2 he2 guo2 An1 quan2 Li3 shi4 hui4],United Nations Security Council,,,,,,,,,,,,,,,,,
聯合國憲章,联合国宪章,Lian2 he2 guo2 xian4 zhang1],United Nations charter,,,,,,,,,,,,,,,,,
聯合國教科文組織,联合国教科文组织,Lian2 he2 guo2 Jiao4 Ke1 Wen2 Zu3 zhi1],UNESCO United Nations Educational Scientific and Cultural Organization,,,,,,,,,,,,,,,,,
聯合國氣候變化框架公約,联合国气候变化框架公约,Lian2 he2 guo2 Qi4 hou4 Bian4 hua4 Kuang4 jia4 Gong1 yue1],United Nations Framework Convention on Climate Change,,,,,,,,,,,,,,,,,
聯合國海洋法公約,联合国海洋法公约,Lian2 he2 guo2 Hai3 yang2 fa3 Gong1 yue1],United Nations Convention on the Law of the Sea,,,,,,,,,,,,,,,,,
聯合國環境規劃署,联合国环境规划署,Lian2 he2 guo2 Huan2 jing4 Gui1 hua4 shu3],United Nations Environment Program (UNEP),,,,,,,,,,,,,,,,,
聯合國秘書處,联合国秘书处,Lian2 he2 guo2 Mi4 shu1 chu4],United Nations Secretariat,,,,,,,,,,,,,,,,,
聯合國糧農組織,联合国粮农组织,Lian2 he2 guo2 Liang2 nong2 Zu3 zhi1],Food and Agriculture Organization of the United Nations (FAO),,,,,,,,,,,,,,,,,
聯合國開發計劃署,联合国开发计划署,Lian2 he2 guo2 Kai1 fa1 Ji4 hua4 shu3],United Nations Development Program,,,,,,,,,,,,,,,,,
聯合國難民事務高級專員辦事處,联合国难民事务高级专员办事处,Lian2 he2 guo2 Nan2 min2 Shi4 wu4 Gao1 ji2 Zhuan1 yuan2 Ban4 shi4 chu4],Office of the UN High Commissioner for Refugees (UNHCR),,,,,,,,,,,,,,,,,
聯合報,联合报,Lian2 he2 Bao4],United Daily News Taiwan newspaper,,,,,,,,,,,,,,,,,
聯合式合成詞,联合式合成词,lian2 he2 shi4 he2 cheng2 ci2],coordinative compound word,,,,,,,,,,,,,,,,,
聯合技術公司,联合技术公司,Lian2 he2 Ji4 shu4 Gong1 si1],United Technologies Corporation,,,,,,,,,,,,,,,,,
聯合收割機,联合收割机,lian2 he2 shou1 ge1 ji1],combine,harvester,,,,,,,,,,,,,,,,
聯合政府,联合政府,lian2 he2 zheng4 fu3],coalition government,,,,,,,,,,,,,,,,,
聯合會,联合会,lian2 he2 hui4],federation,,,,,,,,,,,,,,,,,
聯合王國,联合王国,Lian2 he2 wang2 guo2],United Kingdom,,,,,,,,,,,,,,,,,
聯合發表,联合发表,lian2 he2 fa1 biao3],joint statement,joint announcement,,,,,,,,,,,,,,,,
聯合組織,联合组织,lian2 he2 zu3 zhi1],syndicate,,,,,,,,,,,,,,,,,
聯合聲明,联合声明,lian2 he2 sheng1 ming2],joint declaration,,,,,,,,,,,,,,,,,
聯合自強,联合自强,lian2 he2 zi4 qiang2],to combine together for self improvement,joint movement for self strengthening,,,,,,,,,,,,,,,,
聯合艦隊,联合舰队,lian2 he2 jian4 dui4],combined fleet,,,,,,,,,,,,,,,,,
聯合軍演,联合军演,lian2 he2 jun1 yan3],joint military exercise,,,,,,,,,,,,,,,,,
聯名,联名,lian2 ming2],jointly (signed declared sponsored),,,,,,,,,,,,,,,,,
聯大,联大,Lian2 Da4],abbr. for 聯合國大會|联合国大会[Lian2 he2 guo2 Da4 hui4] United Nations General Assembly,abbr. for 國立西南聯合大學|国立西南联合大学[Guo2 li4 Xi1 nan2 Lian2 he2 Da4 xue2] National Southwest Combined University,,,,,,,,,,,,,,,,
聯姻,联姻,lian2 yin1],related by marriage,to connect by marriage (families work units),,,,,,,,,,,,,,,,
聯宗,联宗,lian2 zong1],combined branches of a clan,,,,,,,,,,,,,,,,,
聯席會議,联席会议,lian2 xi2 hui4 yi4],joint conference,,,,,,,,,,,,,,,,,
聯席董事,联席董事,lian2 xi2 dong3 shi4],associate director,,,,,,,,,,,,,,,,,
聯想,联想,Lian2 xiang3],abbr. for 聯想集團|联想集团[Lian2 xiang3 Ji2 tuan2],,,,,,,,,,,,,,,,,
聯想,联想,lian2 xiang3],to associate (cognitively),to make an associative connection,mental association,word prediction and auto-complete functions of input method editing programs,,,,,,,,,,,,,,
聯想學習,联想学习,lian2 xiang3 xue2 xi2],associative learning,,,,,,,,,,,,,,,,,
聯想起,联想起,lian2 xiang3 qi3],to associate,to think of,,,,,,,,,,,,,,,,
聯想集團,联想集团,Lian2 xiang3 Ji2 tuan2],Lenovo Group (PRC computer firm),,,,,,,,,,,,,,,,,
聯手,联手,lian2 shou3],lit. to join hands,to act together,,,,,,,,,,,,,,,,
聯接,联接,lian2 jie1],variant of 連接|连接[lian2 jie1],,,,,,,,,,,,,,,,,
聯播,联播,lian2 bo1],to broadcast over a network,(radio or TV) hookup,simulcast,,,,,,,,,,,,,,,
聯星,联星,lian2 xing1],binary star,,,,,,,,,,,,,,,,,
聯機,联机,lian2 ji1],online,network,to connect online,to connect an electronic device to another device,,,,,,,,,,,,,,
聯機分析處理,联机分析处理,lian2 ji1 fen1 xi1 chu3 li3],online analysis processing OLAP,,,,,,,,,,,,,,,,,
聯機遊戲,联机游戏,lian2 ji1 you2 xi4],a network computer game,,,,,,,,,,,,,,,,,
聯歡,联欢,lian2 huan1],to have a get-together,celebration,party,,,,,,,,,,,,,,,
聯歡會,联欢会,lian2 huan1 hui4],social gathering,party,,,,,,,,,,,,,,,,
聯氨,联氨,lian2 an1],hydrazine,,,,,,,,,,,,,,,,,
聯營,联营,lian2 ying2],joint venture,under joint management,,,,,,,,,,,,,,,,
聯產,联产,lian2 chan3],co-production,cooperative production,,,,,,,,,,,,,,,,
聯產到勞,联产到劳,lian2 chan3 dao4 lao2],to pay sb according to their productivity,,,,,,,,,,,,,,,,,
聯產到戶,联产到户,lian2 chan3 dao4 hu4],household responsibility system introduced in the early 1980s under which each rural household could freely decide what to produce and how to sell as long as it fulfilled its quota of products to the state,,,,,,,,,,,,,,,,,
聯產到組,联产到组,lian2 chan3 dao4 zu3],to pay remuneration according to output (idiom),,,,,,,,,,,,,,,,,
聯盟,联盟,lian2 meng2],alliance,union,coalition,,,,,,,,,,,,,,,
聯盟號,联盟号,Lian2 meng2 Hao4],Soyuz (union) Russian spacecraft series,,,,,,,,,,,,,,,,,
聯立方程式,联立方程式,lian2 li4 fang1 cheng2 shi4],simultaneous equations (math.),,,,,,,,,,,,,,,,,
聯結,联结,lian2 jie2],to bind,to tie,to link,,,,,,,,,,,,,,,
聯結主義,联结主义,lian2 jie2 zhu3 yi4],connectionism,,,,,,,,,,,,,,,,,
聯絡,联络,lian2 luo4],to get in touch with,to contact,to stay in contact (with),liaison,(math.) connection,,,,,,,,,,,,,
聯絡官,联络官,lian2 luo4 guan1],liaison officer,,,,,,,,,,,,,,,,,
聯絡簿,联络簿,lian2 luo4 bu4],contact book,,,,,,,,,,,,,,,,,
聯網,联网,lian2 wang3],network,cyber-,,,,,,,,,,,,,,,,
聯綴,联缀,lian2 zhui4],variant of 連綴|连缀[lian2 zhui4],,,,,,,,,,,,,,,,,
聯綿,联绵,lian2 mian2],variant of 連綿|连绵[lian2 mian2],,,,,,,,,,,,,,,,,
聯綿詞,联绵词,lian2 mian2 ci2],two-syllable word featuring alliteration or rhyme such as 玲瓏|玲珑[ling2 long2],,,,,,,,,,,,,,,,,
聯繫,联系,lian2 xi4],connection,contact,relation,to get in touch with,to integrate,to link,to touch,,,,,,,,,,,
聯繫人,联系人,lian2 xi4 ren2],contact (person),,,,,,,,,,,,,,,,,
聯繫方式,联系方式,lian2 xi4 fang1 shi4],contact details,,,,,,,,,,,,,,,,,
聯署,联署,lian2 shu3],joint signatures (on a letter or declaration),,,,,,,,,,,,,,,,,
聯翩,联翩,lian2 pian1],(literary) to come in quick succession,wave after wave,,,,,,,,,,,,,,,,
聯考,联考,lian2 kao3],entrance examination,,,,,,,,,,,,,,,,,
聯航,联航,Lian2 hang2],China United Airlines abbr. for 中國聯合航空|中国联合航空[Zhong1 guo2 Lian2 he2 Hang2 kong1],,,,,,,,,,,,,,,,,
聯號,联号,lian2 hao4],variant of 連號|连号[lian2 hao4],,,,,,,,,,,,,,,,,
聯袂,联袂,lian2 mei4],jointly,as a group,together,,,,,,,,,,,,,,,
聯誦,联诵,lian2 song4],liaison (in phonetics) (loanword),,,,,,,,,,,,,,,,,
聯誼,联谊,lian2 yi4],friendship,fellowship,,,,,,,,,,,,,,,,
聯誼會,联谊会,lian2 yi4 hui4],association,club,society,party,get-together,,,,,,,,,,,,,
聯調聯試,联调联试,lian2 tiao2 lian2 shi4],debugging and commissioning,testing (of a whole system),,,,,,,,,,,,,,,,
聯貫,联贯,lian2 guan4],variant of 連貫|连贯[lian2 guan4],,,,,,,,,,,,,,,,,
聯賽,联赛,lian2 sai4],(sports) league,league tournament,,,,,,,,,,,,,,,,
聯軍,联军,lian2 jun1],allied armies,,,,,,,,,,,,,,,,,
聯通,联通,Lian2 tong1],China United Telecommunications Corporation,aka China Unicom or Unicom,abbr. for 中國聯通|中国联通,,,,,,,,,,,,,,,
聯通,联通,lian2 tong1],connection,link,to link together,,,,,,,,,,,,,,,
聯通紅籌公司,联通红筹公司,Lian2 tong1 Hong2 chou2 Gong1 si1],Unicom Red Chip Hong Kong subsidiary of China Unicom 中國聯通|中国联通,,,,,,,,,,,,,,,,,
聯運,联运,lian2 yun4],through transport,through traffic jointly organized by different enterprises,,,,,,,,,,,,,,,,
聯運票,联运票,lian2 yun4 piao4],transfer ticket,,,,,,,,,,,,,,,,,
聯邦,联邦,lian2 bang1],federal,federation,commonwealth,federal union,federal state,union,,,,,,,,,,,,
聯邦制,联邦制,lian2 bang1 zhi4],federal,federal system,,,,,,,,,,,,,,,,
聯邦州,联邦州,lian2 bang1 zhou1],federal state,German Bundesland,,,,,,,,,,,,,,,,
聯邦德國,联邦德国,Lian2 bang1 De2 guo2],German Federation,Bundesrepublik Deutschland,Germany,,,,,,,,,,,,,,,
聯邦快遞,联邦快递,Lian2 bang1 Kuai4 di4],FedEx,,,,,,,,,,,,,,,,,
聯邦政府,联邦政府,lian2 bang1 zheng4 fu3],federal government,,,,,,,,,,,,,,,,,
聯邦緊急措施署,联邦紧急措施署,lian2 bang1 jin3 ji2 cuo4 shi1 shu3],Federal Emergency Management Agency,FEMA,,,,,,,,,,,,,,,,
聯邦調查局,联邦调查局,Lian2 bang1 Diao4 cha2 ju2],Federal Bureau of Investigation (FBI),,,,,,,,,,,,,,,,,
聯邦通信委員會,联邦通信委员会,Lian2 bang1 Tong1 xin4 Wei3 yuan2 hui4],Federal Communications Commission (FCC),,,,,,,,,,,,,,,,,
聯隊,联队,lian2 dui4],wing (of an air force),sports team representing a combination of entities (e.g. United Korea),,,,,,,,,,,,,,,,
聯集,联集,lian2 ji2],union (symbol ∪) (set theory) (Tw),,,,,,,,,,,,,,,,,
聯體別墅,联体别墅,lian2 ti3 bie2 shu4],townhouse,,,,,,,,,,,,,,,,,
聰,聪,cong1],quick at hearing,wise,clever,sharp-witted,intelligent,acute,,,,,,,,,,,,
聰慧,聪慧,cong1 hui4],bright,witty,intelligent,,,,,,,,,,,,,,,
聰敏,聪敏,cong1 min3],quick,bright,intelligent,clever,brilliant,,,,,,,,,,,,,
聰明,聪明,cong1 ming5],intelligent,clever,bright,smart,acute (of sight and hearing),,,,,,,,,,,,,
聰明一世，懵懂一時,聪明一世，懵懂一时,cong1 ming5 yi1 shi4 meng3 dong3 yi1 shi2],see 聰明一世，糊塗一時|聪明一世，糊涂一时[cong1 ming5 yi1 shi4 hu2 tu5 yi1 shi2],,,,,,,,,,,,,,,,,
聰明一世，糊塗一時,聪明一世，糊涂一时,cong1 ming5 yi1 shi4 hu2 tu5 yi1 shi2],even the wisest can have a momentary lapse in judgment (idiom),every man has a fool in his sleeve,,,,,,,,,,,,,,,,
聰明伶俐,聪明伶俐,cong1 ming5 ling2 li4],clever and quick-witted,,,,,,,,,,,,,,,,,
聰明反被聰明誤,聪明反被聪明误,cong1 ming2 fan3 bei4 cong1 ming2 wu4],a clever person may become the victim of his own ingenuity (idiom); cleverness may overreach itself,too smart for one's own good,,,,,,,,,,,,,,,,
聰明才智,聪明才智,cong1 ming5 cai2 zhi4],intelligence and wisdom,,,,,,,,,,,,,,,,,
聰明絕頂,聪明绝顶,cong1 ming5 jue2 ding3],highly intelligent (idiom),,,,,,,,,,,,,,,,,
聰明過頭,聪明过头,cong1 ming5 guo4 tou2],too clever by half,excessive ingenuity,,,,,,,,,,,,,,,,
聰穎,聪颖,cong1 ying3],smart,intelligent,,,,,,,,,,,,,,,,
聱,聱,ao2],difficult to pronounce,,,,,,,,,,,,,,,,,
聲,声,sheng1],sound,voice,tone,noise,classifier for sounds,,,,,,,,,,,,,
聲像,声像,sheng1 xiang4],audio-visual,(ultrasonography etc) acoustic image,,,,,,,,,,,,,,,,
聲價,声价,sheng1 jia4],reputation,,,,,,,,,,,,,,,,,
聲勢,声势,sheng1 shi4],fame and power,prestige,influence,impetus,momentum,,,,,,,,,,,,,
聲卡,声卡,sheng1 ka3],sound card,,,,,,,,,,,,,,,,,
聲名,声名,sheng1 ming2],reputation,declaration,,,,,,,,,,,,,,,,
聲名大噪,声名大噪,sheng1 ming2 da4 zao4],to rise to fame,,,,,,,,,,,,,,,,,
聲名大震,声名大震,sheng1 ming2 da4 zhen4],to create a sensation,,,,,,,,,,,,,,,,,
聲名狼藉,声名狼藉,sheng1 ming2 lang2 ji2],to have a bad reputation,,,,,,,,,,,,,,,,,
聲吶,声呐,sheng1 na4],sonar,,,,,,,,,,,,,,,,,
聲嘶力竭,声嘶力竭,sheng1 si1 li4 jie2],to shout oneself hoarse (idiom),,,,,,,,,,,,,,,,,
聲囊,声囊,sheng1 nang2],vocal sac,vocal pouch (for vocal amplification in male frogs),,,,,,,,,,,,,,,,
聲威,声威,sheng1 wei1],prestige,renown,influence,,,,,,,,,,,,,,,
聲學,声学,sheng1 xue2],acoustics,,,,,,,,,,,,,,,,,
聲帶,声带,sheng1 dai4],vocal cords,vocal folds,(motion picture) soundtrack,,,,,,,,,,,,,,,
聲張,声张,sheng1 zhang1],to make public,to disclose,,,,,,,,,,,,,,,,
聲息,声息,sheng1 xi1],sound (often with negative not a sound),whisper,,,,,,,,,,,,,,,,
聲情並茂,声情并茂,sheng1 qing2 bing4 mao4],(of a singer etc) excellent in voice and expression (idiom),,,,,,,,,,,,,,,,,
聲押,声押,sheng1 ya1],to apply to a court for an arrest warrant,,,,,,,,,,,,,,,,,
聲援,声援,sheng1 yuan2],to support (a cause),,,,,,,,,,,,,,,,,
聲旁,声旁,sheng1 pang2],phonetic component of Chinese character,,,,,,,,,,,,,,,,,
聲旁字,声旁字,sheng1 pang2 zi4],character serving as sound value of another character,phonetic,,,,,,,,,,,,,,,,
聲旁錯誤,声旁错误,sheng1 pang2 cuo4 wu4],phonological error,,,,,,,,,,,,,,,,,
聲明,声明,sheng1 ming2],to state,to declare,statement,declaration,CL:項|项[xiang4]份[fen4],,,,,,,,,,,,,
聲明書,声明书,sheng1 ming2 shu1],statement,,,,,,,,,,,,,,,,,
聲望,声望,sheng1 wang4],popularity,prestige,,,,,,,,,,,,,,,,
聲東擊西,声东击西,sheng1 dong1 ji1 xi1],to threaten the east and strike to the west (idiom),to create a diversion,,,,,,,,,,,,,,,,
聲樂,声乐,sheng1 yue4],vocal music,,,,,,,,,,,,,,,,,
聲母,声母,sheng1 mu3],consonant,the initial consonant (of a Chinese syllable),,,,,,,,,,,,,,,,
聲氣,声气,sheng1 qi4],voice,tone,,,,,,,,,,,,,,,,
聲波,声波,sheng1 bo1],sound wave,,,,,,,,,,,,,,,,,
聲波定位,声波定位,sheng1 bo1 ding4 wei4],sonic location system (esp. underwater sonar),acoustic positioning,,,,,,,,,,,,,,,,
聲浪,声浪,sheng1 lang4],clamor,,,,,,,,,,,,,,,,,
聲淚俱下,声泪俱下,sheng1 lei4 ju4 xia4],to shed tears while recounting sth,speaking in a tearful voice,,,,,,,,,,,,,,,,
聲稱,声称,sheng1 cheng1],to claim,to state,to proclaim,to assert,,,,,,,,,,,,,,
聲符,声符,sheng1 fu2],phonetic component of a Chinese character,,,,,,,,,,,,,,,,,
聲納,声纳,sheng1 na4],sonar (sound navigation and ranging) (loanword),,,,,,,,,,,,,,,,,
聲索國,声索国,sheng1 suo3 guo2],claimant country (in a territorial dispute),,,,,,,,,,,,,,,,,
聲線,声线,sheng1 xian4],tone of voice,timbre,,,,,,,,,,,,,,,,
聲色場所,声色场所,sheng1 se4 chang3 suo3],red-light district,,,,,,,,,,,,,,,,,
聲言,声言,sheng1 yan2],profess,pronouncement,declare,declaration,,,,,,,,,,,,,,
聲討,声讨,sheng1 tao3],to denounce,to condemn,,,,,,,,,,,,,,,,
聲訓,声训,sheng1 xun4],explaining a character or word by using a homophone,,,,,,,,,,,,,,,,,
聲說,声说,sheng1 shuo1],to narrate,,,,,,,,,,,,,,,,,
聲調,声调,sheng1 diao4],tone,note,a tone (on a Chinese syllable),CL:個|个[ge4],,,,,,,,,,,,,,
聲調語言,声调语言,sheng1 diao4 yu3 yan2],tonal language (e.g. Chinese or Vietnamese),,,,,,,,,,,,,,,,,
聲調輪廓,声调轮廓,sheng1 diao4 lun2 kuo4],tone contour,,,,,,,,,,,,,,,,,
聲請,声请,sheng1 qing3],to make a formal request,formal request,to make a claim (law),,,,,,,,,,,,,,,
聲譽,声誉,sheng1 yu4],reputation,fame,,,,,,,,,,,,,,,,
聲道,声道,sheng1 dao4],sound track,audio channel,,,,,,,,,,,,,,,,
聲門,声门,sheng1 men2],glottis,,,,,,,,,,,,,,,,,
聲音,声音,sheng1 yin1],voice,sound,CL:個|个[ge4],,,,,,,,,,,,,,,
聲韻學,声韵学,sheng1 yun4 xue2],phonetics,,,,,,,,,,,,,,,,,
聲響,声响,sheng1 xiang3],sound,noise,,,,,,,,,,,,,,,,
聲頻,声频,sheng1 pin2],audio frequency,,,,,,,,,,,,,,,,,
聲類,声类,Sheng1 lei4],Shenglei the earliest Chinese rime dictionary with 11520 single-character entries released in 3rd century (was not preserved to this day),,,,,,,,,,,,,,,,,
聲類系統,声类系统,sheng1 lei4 xi4 tong3],phonetic system,,,,,,,,,,,,,,,,,
聲鵐,声鹀,sheng1 wu2],(bird species of China) common reed bunting (Emberiza schoeniclus),,,,,,,,,,,,,,,,,
聳,耸,song3],to excite,to raise up,to shrug,high,lofty,towering,,,,,,,,,,,,
聳人聽聞,耸人听闻,song3 ren2 ting1 wen2],to sensationalize (idiom); deliberate exaggeration to scare people,,,,,,,,,,,,,,,,,
聳動,耸动,song3 dong4],to shake (a part of one's body),to shrug (shoulders),to create a sensation,to incite,,,,,,,,,,,,,,
聳立,耸立,song3 li4],to stand tall,to tower aloft,,,,,,,,,,,,,,,,
聳肩,耸肩,song3 jian1],to shrug one's shoulders,,,,,,,,,,,,,,,,,
聴,聴,ting1],Japanese variant of 聽|听,,,,,,,,,,,,,,,,,
聵,聩,kui4],born deaf,deaf,obtuse,,,,,,,,,,,,,,,
聶,聂,Nie4],surname Nie,,,,,,,,,,,,,,,,,
聶,聂,nie4],to whisper,,,,,,,,,,,,,,,,,
聶姆曹娃,聂姆曹娃,Nie4 mu3 cao2 wa2],Božena Němcová (1820-1862) Czech writer,,,,,,,,,,,,,,,,,
聶拉木,聂拉木,Nie4 la1 mu4],Nyalam county Tibetan: Gnya' lam rdzong in Shigatse prefecture Tibet,,,,,,,,,,,,,,,,,
聶拉木縣,聂拉木县,Nie4 la1 mu4 xian4],Nyalam county Tibetan: Gnya' lam rdzong in Shigatse prefecture Tibet,,,,,,,,,,,,,,,,,
聶榮,聂荣,Nie4 rong2],Nyainrong county Tibetan: Gnyan rong rdzong in Nagchu prefecture 那曲地區|那曲地区[Na4 qu3 di4 qu1] central Tibet,,,,,,,,,,,,,,,,,
聶榮縣,聂荣县,Nie4 rong2 xian4],Nyainrong county Tibetan: Gnyan rong rdzong in Nagchu prefecture 那曲地區|那曲地区[Na4 qu3 di4 qu1] central Tibet,,,,,,,,,,,,,,,,,
聶耳,聂耳,Nie4 Er3],Nie Er (1912-1935) musician and composer of the PRC national anthem March of the Volunteer Army 義勇軍進行曲|义勇军进行曲,,,,,,,,,,,,,,,,,
聶衛平,聂卫平,Nie4 Wei4 ping2],Nie Weiping (1952-) professional Go player,,,,,,,,,,,,,,,,,
職,职,zhi2],office,duty,,,,,,,,,,,,,,,,
職位,职位,zhi2 wei4],post,office,position,,,,,,,,,,,,,,,
職分,职分,zhi2 fen4],duty,,,,,,,,,,,,,,,,,
職務,职务,zhi2 wu4],post,position,job,duties,,,,,,,,,,,,,,
職員,职员,zhi2 yuan2],office worker,staff member,CL:個|个[ge4]位[wei4],,,,,,,,,,,,,,,
職場,职场,zhi2 chang3],workplace,career,,,,,,,,,,,,,,,,
職守,职守,zhi2 shou3],duty,responsibility,post,,,,,,,,,,,,,,,
職工,职工,zhi2 gong1],workers,staff,CL:個|个[ge4],,,,,,,,,,,,,,,
職志,职志,zhi2 zhi4],aspiration,,,,,,,,,,,,,,,,,
職掌,职掌,zhi2 zhang3],to be in charge of,assignment,,,,,,,,,,,,,,,,
職業,职业,zhi2 ye4],occupation,profession,vocation,professional,,,,,,,,,,,,,,
職業中學,职业中学,zhi2 ye4 zhong1 xue2],vocational high school,,,,,,,,,,,,,,,,,
職業倦怠症,职业倦怠症,zhi2 ye4 juan4 dai4 zheng4],professional boredom syndrome,,,,,,,,,,,,,,,,,
職業化,职业化,zhi2 ye4 hua4],professionalization,,,,,,,,,,,,,,,,,
